No,Lab Code,Lab Name,Report,Measured_RBC,Measured_WBC,Measured_PLT,Measured_Hb,Measured_Hct,Measured_MCV,Measured_MCH,Measured_MCHC,,Reference_RBC,Reference_WBC,Reference_PLT,Reference_Hb,Reference_Hct,Reference_MCV,Reference_MCH,Reference_MCHC,,Brand_Code,Brand_Name,Model_Code,Model_Description,Brand_Custom,Model_Custom,Model_Name,Submission_Date,Suggestion,Remarks,Defect_Note,Status,Status_Recheck,Labcode_HM,Type
0220,00220,โรงพยาบาลเลาขวัญ,R,2.33,1.95,40,5.4,18.6,79.7,23.3,29.0,,5.39,18.96,527,15.4,48.5,89.9,28.7,31.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 948,PHCH
0223,00223,โรงพยาบาลจุฬารัตน์ ชลเวช,R,2.34,2.29,70,5.4,17.7,75.6,23.0,30.4,,5.20,22.51,526,15.0,44.3,85.2,28.8,33.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5380,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 790,NGPH
0227,00227,เฮลท์แลป คลินิกเทคนิคการแพทย์,R,2.29,2.10,75,5.4,17.7,77.2,23.5,31.0,,5.40,22.70,494,16.0,48.0,88.9,29.6,33.3,,(600) Mindray,600,605,"(605) BC 2800, 3000 Plus, 3200",,,BC-3000 plus,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1627,NGPH
0238,00238,โรงพยาบาลมหาชัย 3,R,2.38,1.88,58,5.7,18.8,79.1,23.9,30.3,,5.55,18.43,532,16.1,49.5,89.2,29.0,32.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1332,NGPH
0240,00240,โรงพยาบาลเชียงใหม่ใกล้หมอ,R,2.23,2.09,68,5.4,17.6,79.0,24.2,30.7,,5.33,21.48,512,15.2,48.5,91.0,28.5,31.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 890,NGPH
0241,00241,โรงพยาบาลกุสุมาลย์,R,2.24,2.02,62,5.2,17.3,77.2,23.3,30.1,,5.41,22.61,530,15.2,48.6,89.9,28.0,31.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 370,PHCH
0242,00242,โรงพยาบาลแพร่คริสเตียน,R,2.24,2.16,67,5.5,17.6,78.1,24.3,32.2,,5.20,21.63,535,15.5,46.8,89.3,29.7,33.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,เว็บไซต์ควรสามารถบันทึกร่างได้ในทุกขั้นตอนขณะกรอกข้อมูล เนื่องจากอาจมีบางแห่งมีปัญหาด้านอินเทอร์เน็ตทำให้ต้องกรอกใหม่ทั้งหมด,,,ส่งผลสมบูรณ์,,HM 832,NGPH
0243,00243,โรงพยาบาลศรีสงคราม,R,2.19,1.92,79,5.4,25.0,114.2,24.7,21.6,,5.23,18.56,528,15.3,48.1,91.9,29.3,31.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 408,PHCH
0244,00244,โรงพยาบาลนาแก,R,2.27,2.34,64,5.3,17.3,76.2,23.5,30.6,,4.65,21.51,544,15.0,58.5,125.7,32.3,25.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 407,PHCH
0245,00245,โรงพยาบาลสอง,R,2.27,2.07,101,5.2,24.8,109.4,22.9,20.9,,5.25,21.58,532,14.9,46.6,88.7,28.4,32.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,รอส่งผลวิเคราะห์,ส่งผลทางเมลเติมข้อมูลแล้ว,HM 511,PHCH
0246,00246,โรงพยาบาลศรีประจันต์,R,2.24,2.18,62,5.3,17.5,78.2,23.7,30.3,,5.23,21.93,481,15.2,46.9,89.7,29.1,32.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1776,PHCH
0247,00247,โรงพยาบาลเขาสมิง,R,2.30,1.90,65,5.4,18.0,78.4,23.4,30.0,,5.39,18.16,552,15.3,48.5,89.9,28.4,31.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 202,PHCH
0250,00250,โรงพยาบาลเกาะช้าง​,R,2.35,2.26,63,5.4,18.2,77.4,23.0,29.7,,5.31,21.83,558,15.3,46.4,87.4,28.8,33.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 1906,PHCH
0255,00255,โรงพยาบาลวัฒนแพทย์ ตรัง,R,2.35,2.08,64,5.5,18.4,78.5,23.4,29.8,,5.47,21.37,539,15.7,49.8,91.0,28.7,31.5,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 858,NGPH
0258,00258,โรงพยาบาลซำสูง,R,2.13,2.04,55,5.4,17.1,80.5,25.4,31.5,,4.94,20.74,443,15.1,44.9,90.9,30.6,33.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5300,10 กันยายน 2568,,,C368 ไม่พบเม็ดเลือดขาวภายใน 100 OF และ พบ Parasite ในเม็ดเลือดแดง,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 326,PHCH
0259,00259,โรงพยาบาลรามาธิบดี,R,2.31,1.76,48,5.3,18.2,78.6,22.9,29.1,,5.33,18.47,530,15.0,47.3,88.7,28.2,31.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 731,GNPH
0267,00267,โรงพยาบาลมวกเหล็ก,R,2.28,1.82,66,5.5,18.4,80.5,24.3,29.9,,5.32,18.35,560,15.2,47.9,90.0,28.7,31.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 930,PHCH
0269,00269,โรงพยาบาลวาริชภูมิ,R,2.27,2.35,64,5.4,17.5,77.2,23.9,30.9,,5.31,21.28,539,15.2,47.0,88.5,28.6,32.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 369,PHCH
0270,00270,โรงพยาบาลเฉลิมพระเกียรติ จ.น่าน,R,2.22,2.09,65,5.5,16.9,76.1,24.8,32.5,,5.21,21.24,548,15.6,47.7,91.5,29.9,32.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1101,PHCH
0271,00271,โรงพยาบาลเทศบาลนครอุดรธานี,R,2.27,2.01,90,5.3,23.0,101.3,23.5,23.2,,5.24,22.36,536,15.5,45.1,86.2,29.5,34.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1563,GNPH
0272,00272,โรงพยาบาลท่าหลวง,R,2.26,2.15,62,5.5,18.4,81.3,24.3,29.9,,5.19,22.49,492,15.4,49.4,95.1,29.7,31.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 933,PHCH
0274,00274,โรงพยาบาลแกลง,R,2.31,1.99,62,5.4,18.6,80.7,23.5,29.0,,5.40,18.65,551,15.2,49.8,92.3,28.1,30.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,-,,ตัวอย่าง A368 ชำรุด (Hemolysis) แจ้งขอใหม่แล้ว ได้รับ 23/09/2568 ผลที่ส่งนี้คือค่าที่ทำจากตัวอย่างใหม่ค่ะ,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 945,PHCH
0276,00276,โรงพยาบาลคอนสวรรค์,R,2.31,2.16,62,5.5,17.3,75.0,23.7,31.6,,5.31,21.61,538,15.7,45.9,86.3,29.6,34.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 274,PHCH
0277,00277,โรงพยาบาลวังโป่ง,R,2.16,1.94,73,5.3,24.8,115.1,24.6,21.4,,5.20,20.48,503,15.2,47.3,90.0,29.2,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 508,PHCH
0278,00278,โรงพยาบาลเพชรรัตน์,R,2.28,2.16,66,5.6,17.6,77.4,24.4,31.6,,4.93,21.83,542,15.7,45.9,88.4,29.5,33.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 831,NGPH
0279,00279,โรงพยาบาลวาปีปทุม,R,2.26,2.11,65,5.6,17.3,76.8,24.7,32.2,,5.05,19.71,512,15.7,58.2,115.2,31.1,26.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 301,PHCH
0280,00280,โรงพยาบาลสระโบสถ์,R,2.31,2.23,67,5.4,19.1,82.7,23.4,28.3,,5.19,21.73,529,15.1,48.1,92.7,29.1,31.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",-,-,-,17 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 159,PHCH
0281,00281,โรงพยาบาลมหาสารคามอินเตอร์เนชั่นแนล,R,2.09,2.10,115,5.2,21.6,103.1,25.0,24.3,,5.17,22.11,514,15.3,46.6,90.1,29.5,32.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 808,NGPH
0282,00282,โรงพยาบาลภักดีชุมพล,R,2.14,0.71,44,5.2,17.0,79.3,24.2,30.5,,5.16,4.61,460,14.9,46.7,90.5,28.9,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 278,PHCH
0283,00283,โรงพยาบาลฆ้องชัย,R,2.23,2.14,62,5.5,17.2,77.3,24.7,31.9,,4.66,20.77,541,15.3,55.8,119.8,32.8,27.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1700,PHCH
0285,00285,โรงพยาบาลนามน,R,2.22,2.14,54,5.4,16.8,75.9,24.4,32.2,,5.15,22.30,502,15.3,45.4,88.2,29.7,33.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 383,PHCH
0289,00289,โรงพยาบาลเนินมะปราง,R,2.26,1.67,66,5.3,17.2,76.1,23.5,30.8,,4.62,5.20,493,15.1,59.0,127.6,32.8,25.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 496,PHCH
0294,00294,โรงพยาบาลสุไหงโก-ลก,R,2.29,1.80,49,5.5,17.6,76.9,23.9,31.3,,5.35,17.12,504,15.3,46.3,86.6,28.6,33.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6000,17 กันยายน 2568,ระบบงานของ Slide digital แบบนำร่องมีความยุ่งยากในการใ้ชงาน เนื่องจากต้อง log-in เข้าระบบใหม่ และไม่สามรถเข้าได้ เพราะขึ้นว่า incorrect,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 123,PHGH
0302,00302,โรงพยาบาลบางคล้า,R,2.32,1.97,70,5.4,18.6,80.0,23.3,29.0,,5.30,22.23,485,14.9,49.4,93.2,28.1,30.2,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC 5600,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 188,PHCH
0306,00306,โรงพยาบาลรัชดา-ท่าพระ,R,2.19,2.06,68,5.3,19.1,86.9,24.2,27.9,,5.05,20.95,513,15.0,45.5,90.3,29.7,33.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1020,NGPH
0309,00309,โรงพยาบาลแปลงยาว,R,2.33,1.88,54,5.5,18.2,78.3,23.6,30.2,,5.41,10.65,525,15.5,47.7,88.1,28.6,32.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 187,PHCH
0313,00313,โรงพยาบาลจุฬารัตน์ 5,R,2.30,2.16,63,5.7,18.2,79.1,24.9,31.5,,5.27,21.87,539,16.0,48.9,92.7,30.4,32.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1330,NGPH
0324,00324,โรงพยาบาลแม่แตง,R,2.31,2.07,60,5.4,17.5,75.5,23.3,30.8,,5.46,22.84,488,15.4,47.5,87.0,28.3,32.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 552,PHCH
0327,00327,โรงพยาบาลน้ำปาด,R,2.23,2.08,65,5.4,17.1,76.7,24.3,31.6,,5.36,21.95,574,15.2,50.8,94.8,28.3,29.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1088,PHCH
0331,00331,โรงพยาบาลพิปูน,R,2.23,2.07,81,5.3,23.5,105.4,23.8,22.5,,5.15,22.21,502,15.2,46.3,89.9,29.5,32.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 597,PHCH
0333,00333,โรงพยาบาลบางกรวย,R,2.23,1.28,37,5.3,17.4,77.9,23.8,30.5,,5.35,1.13,463,15.2,49.3,92.1,28.5,30.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1065,PHCH
0335,00335,บริษัทเอเชียแล็บบอราทอรี่ เซ็นเตอร์ จำกัด,R,2.24,1.98,69,5.3,17.4,77.7,23.7,30.5,,5.27,22.46,520,15.4,46.3,88.3,29.3,33.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 758,NGPH
0337,00337,โรงพยาบาลมหาชนะชัย,R,2.30,1.94,62,5.4,18.1,78.7,23.5,29.8,,5.38,0.00,535,15.3,48.4,89.9,28.4,31.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",-,,BC600,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 450,PHCH
0338,00338,โรงพยาบาลพานทอง,R,2.32,1.93,54,5.4,18.3,78.7,23.4,29.5,,5.46,18.51,552,15.3,48.9,89.6,28.1,31.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,Blood smear เซลล์เก่าเกินไป สีไม่ชัดเจน,,,ส่งผลสมบูรณ์,,HM 179,PHCH
0340,00340,โรงพยาบาลพุนพิน,R,2.22,1.95,57,5.3,17.1,76.2,23.6,30.9,,5.25,22.88,530,15.1,46.8,87.5,28.4,32.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 601,PHCH
0345,00345,โรงพยาบาลควนกาหลง,R,2.21,0.70,63,5.4,17.6,79.7,24.3,30.7,,5.19,2.67,512,15.2,48.5,93.5,29.3,31.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 660,PHCH
0347,00347,โรงพยาบาลพนมดงรักเฉลิมพระเกียรติ 80 พรรษา,R,2.23,1.96,56,5.3,17.1,76.8,24.0,31.2,,5.38,20.00,525,15.5,48.3,89.8,28.8,32.1,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 1222,PHCH
0349,00349,โรงพยาบาลนครพิงค์,R,2.28,1.79,45,5.4,18.1,79.2,23.8,29.8,,5.44,18.19,518,15.5,48.0,88.3,28.5,32.3,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 107,PHRH
0354,00354,โรงพยาบาลโพธิ์ตาก,R,2.31,2.08,87,5.3,23.8,103.1,22.9,22.3,,5.26,21.39,618,15.2,47.9,91.0,28.9,31.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 1508,PHCH
0355,00355,โรงพยาบาลบึงกาฬ,R,2.27,1.95,59,5.4,17.4,76.3,23.8,31.1,,5.28,18.49,534,15.2,46.5,88.0,28.8,32.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6800 Plus,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 337,PHGH
0356,00356,โรงพยาบาลหนองม่วงไข่,R,2.24,2.09,67,5.4,17.0,76.1,24.1,31.7,,4.55,20.28,580,15.2,53.3,117.0,33.5,28.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC  5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 515,PHCH
0357,00357,โรงพยาบาลเต่างอย,R,2.19,2.02,65,5.0,17.3,78.9,22.8,28.9,,5.00,20.81,578,14.8,59.1,118.2,29.6,25.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 375,PHCH
0358,00358,โรงพยาบาลกรงปินัง,R,2.31,2.32,67,5.5,17.5,75.6,24.0,31.7,,5.23,21.48,524,15.2,45.5,87.0,29.1,33.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1385,PHCH
0361,00361,โรงพยาบาลไชยา,R,2.16,1.00,50,5.3,16.8,77.8,24.4,31.5,,5.17,14.43,479,15.2,47.3,91.5,29.3,32.1,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 602,PHCH
0366,00366,โรงพยาบาลสวรรคโลก,R,2.24,2.10,60,5.4,17.2,76.9,24.2,31.4,,5.31,23.21,520,15.3,47.2,88.9,28.9,32.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC780,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 475,PHCH
0369,00369,โรงพยาบาลพลับพลาชัย,R,2.23,1.90,80,5.4,23.8,106.8,24.0,22.7,,5.35,18.32,528,15.4,46.5,86.9,28.7,33.1,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 957,PHCH
0370,00370,โรงพยาบาลทับคล้อ,R,2.23,2.43,51,5.4,17.5,78.5,24.1,30.9,,4.48,22.38,547,15.4,57.9,129.2,34.3,26.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,Mindray BC-760,10 กันยายน 2568,Sample ฺ368 สีดำคล้ายเลือดเสีย ลงนำไปปั่นแล้วไม่ตก,,,ส่งผลสมบูรณ์,,HM 501,PHCH
0374,00374,โรงพยาบาลเจ้าพระยา,R,2.30,1.85,49,5.5,18.0,78.0,23.9,30.7,,5.34,20.50,540,15.6,47.9,89.7,29.3,32.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1025,NGPH
0375,00375,โรงพยาบาลศุภมิตร สุพรรณบุรี,R,2.33,1.88,45,5.6,18.7,80.3,23.9,29.9,,5.36,18.11,506,15.6,48.7,90.8,29.2,32.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 788,NGPH
0376,00376,โรงพยาบาลบาเจาะ (เครื่อง1),R,2.28,2.05,64,5.4,17.2,75.6,23.7,31.3,,5.41,21.97,536,16.1,46.5,86.0,29.8,34.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 683,PHCH
0377,00377,โรงพยาบาลโพธิ์ประทับช้าง,R,2.24,2.11,66,5.6,17.4,77.5,25.0,32.2,,5.29,0.18,522,15.6,47.3,89.4,29.5,33.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,ตัวอย่าง B368 Hemolysis,ส่งผลสมบูรณ์,,HM 502,PHCH
0379,00379,โรงพยาบาลวังทรายพูน,R,2.26,2.15,112,5.2,23.5,103.9,23.2,22.1,,5.33,22.73,582,15.1,47.5,89.1,28.3,31.8,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,-,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1311,PHCH
0382,00382,โรงพยาบาลศิครินทร์,R,2.30,1.98,38,5.4,18.5,80.4,23.4,29.2,,5.35,18.79,527,15.3,48.4,90.4,28.6,31.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 769,NGPH
0383,00383,โรงพยาบาลท่ากระดาน,R,2.29,2.01,64,5.3,18.2,79.4,23.1,29.1,,5.26,21.24,504,15.4,47.6,90.5,29.3,32.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 229,PHCH
0384,00384,โรงพยาบาลเซ็นทรัลเชียงใหม่ เมโมเรียล,R,2.26,2.13,87,5.4,24.2,107.3,23.9,22.3,,5.43,15.70,511,15.7,47.1,86.7,28.9,33.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 842,NGPH
0385,00385,โรงพยาบาลท่าวังผา,R,2.17,2.35,53,5.4,16.9,77.8,24.7,32.0,,5.11,22.48,591,15.1,53.0,103.7,29.5,28.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,ระบบรายงานผลล่มบ่อย,,,ส่งผลสมบูรณ์,,HM 1087,PHCH
0386,00386,โรงพยาบาลสมเด็จพระยุพราชปัว,R,2.19,2.19,66,5.3,21.4,97.7,24.2,24.8,,5.33,22.93,507,15.4,46.9,88.0,29.0,32.8,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 516,PHCH
0387,00387,โรงพยาบาลทุ่งช้าง,R,2.21,2.10,65,5.3,17.0,76.8,24.1,31.4,,5.15,21.56,514,15.2,45.4,88.1,29.5,33.5,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 521,PHCH
0388,00388,โรงพยาบาลคำตากล้า,R,2.19,2.11,67,5.2,17.3,79.1,23.6,30.1,,5.34,23.33,535,15.2,48.3,90.5,28.5,31.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 372,PHCH
0391,00391,โรงพยาบาลกุดบาก,R,2.28,2.29,68,5.5,17.6,77.2,24.3,31.5,,5.20,21.16,508,15.6,46.2,88.8,30.1,33.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 373,PHCH
0392,00392,โรงพยาบาลบ้านหลวง,R,2.25,2.15,55,5.5,17.2,76.0,24.5,32.2,,5.41,20.81,561,15.7,47.4,87.6,29.0,33.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 522,PHCH
0393,00393,โรงพยาบาลเสิงสาง,R,2.21,2.02,66,5.2,17.7,80.0,23.7,29.7,,5.18,22.90,511,15.1,47.4,91.5,29.2,31.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC780,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 258,PHCH
0394,00394,โปร อินเตอร์ แลบ ไชยา,R,2.28,2.18,55,5.4,17.6,76.9,23.8,31.0,,5.10,22.10,490,15.2,44.8,87.8,29.8,33.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1972,NGPH
0413,00413,โรงพยาบาลสันป่าตอง,R,2.29,1.79,59,5.5,17.9,78.1,24.1,30.7,,5.22,18.54,530,15.3,47.2,90.4,29.3,32.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,6800 plus,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 544,PHCH
0415,00415,โรงพยาบาลบ้านตาก,R,2.20,1.37,78,5.3,21.2,96.5,24.2,25.0,,5.32,5.12,514,15.4,48.6,91.3,28.9,31.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 472,PHCH
