No,Lab Code,Lab Name,Report,Measured_RBC,Measured_WBC,Measured_PLT,Measured_Hb,Measured_Hct,Measured_MCV,Measured_MCH,Measured_MCHC,,Reference_RBC,Reference_WBC,Reference_PLT,Reference_Hb,Reference_Hct,Reference_MCV,Reference_MCH,Reference_MCHC,,Brand_Code,Brand_Name,Model_Code,Model_Description,Brand_Custom,Model_Custom,Model_Name,Submission_Date,Suggestion,Remarks,Defect_Note,Status,Status_Recheck,Labcode_HM,Type
677,00678,โรงพยาบาลท่าฉาง,R,2.33,2.11,75,5.5,17.4,74.8,23.5,31.4,,,,,,,,,,,(600) Mindray,,602,,,,BC 5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 1266,PHCH
678,00679,โรงพยาบาลโขงเจียม,R,2.36,2.23,105,5.4,24.5,103.6,22.9,22.1,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1081,PHCH
687,00688,โรงพยาบาลนาจะหลวย,R,1.86,1.99,76,5.3,18.4,98.9,28.8,29.1,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 392,PHCH
688,00689,โรงพยาบาลน้ำขุ่น,R,5.22,21.42,548,15.4,47.3,90.6,29.5,32.5,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,10 กันยายน 2568,,,sample Hemolysis,ส่งผลสมบูรณ์,,HM 1504,PHCH
690,00691,โรงพยาบาลทุ่งศรีอุดม,R,2.36,2.4,74,5.3,22.7,74,22.5,23.5,,,,,,,,,,,(600) Mindray,,602,,,,602,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 684,PHCH
693,00694,โรงพยาบาลเชียงใหม่เมดิคอลเซ็นเตอร์,R,2.25,2.11,66,5.5,17.2,76.4,76.4,31.7,,,,,,,,,,,(600) Mindray,,602,,,,Mindray BS-5180,10 กันยายน 2568,ไม่มี,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 841,NGPH
704,00705,บริษัท เดอะแล็บ แล็บบอราทอรี่แอนด์เช็คอัพเซอร์วิส จำกัด,R,2.24,1.88,46,5.4,18,76.4,24.2,31.7,,,,,,,,,,,(600) Mindray,,602,,,,BC-5180,17 กันยายน 2568,,,B368 ค่า WBC สิ่งส่งตรวจไม่สมบูรณ์ ไม่สามารถตรวจได้,ส่งผลสมบูรณ์,,HM 1955,NGPH
717,00718,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 2 พิษณุโลก,R,2.33,2,103,5.2,24.1,103.3,22.3,21.6,,,,,,,,,,,(600) Mindray,,602,,,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.6 เข้ามาด้วย,HM 918,DH
723,00724,โรงพยาบาลแวงใหญ่,R,2.39,2.15,69,5.7,18.3,76.6,23.8,31.1,,,,,,,,,,,(600) Mindray,,602,,,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 323,PHCH
724,00725,โรงพยาบาลจุฬารัตน์ 1 สุวุรรณภูมิ,R,2.19,1.99,65,5.3,17,77.6,24.2,31.2,,,,,,,,,,,(600) Mindray,,602,,,,BC5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1022,NGPH
729,00730,โรงพยาบาลสร้างคอม,R,2.24,2.17,85,5.5,22,98.4,24.4,24.8,,,,,,,,,,,(600) Mindray,,602,,,,5180,10 กันยายน 2568,ตัวอย่างหมายเลข A368 พบปัญหา hemolysis ซึ่งส่งส่งผลกระทบต่อการตรวจวิเคราะห์  แต่เนื่องจากตรวจพบหลังรับตัวอย่างเกิน3 วัน จึงไม่สามารถขอรับตัวอย่างใหม่,,,ส่งผลสมบูรณ์,,HM 1078,PHCH
732,00733,โรงพยาบาลปง,R,1.77,2.08,87,5.2,17.9,101.3,29.6,29.2,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 575,PHCH
735,00736,โรงพยาบาลค่ายเทพสตรีศรีสุนทร,R,2.36,2.21,64,5.5,17.6,74.5,23.1,31,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1345,GNPH
771,00772,โรงพยาบาลดอนตาล,R,2.27,2.2,56,5.5,17.3,76.2,24.3,31.9,,,,,,,,,,,(600) Mindray,,602,,,,BC-5380,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 417,PHCH
816,00818,โรงพยาบาลศรีนครินทร์(ปัญญานันภิกขุ),R,2.22,2.18,60,5.6,17.2,77.4,25.1,32.3,,,,,,,,,,,(600) Mindray,,602,,,,BC5380,17 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 1384,PHCH
841,00843,โรงพยาบาลหนองบุญมาก,R,2.04,1.97,98,5.1,20.8,101.8,25.2,24.7,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 265,PHCH
876,00878,โรงพยาบาลเจาะไอร้อง,R,2.24,1.96,85,5.4,22.7,101.2,24.1,23.8,,,,,,,,,,,(600) Mindray,,602,,,,BC 5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1304,PHCH
932,00935,โรงพยาบาลพยาบาลสถานพระบารมี,R,2.24,2.1,67,5.4,17.6,78.7,24.1,30.6,,,,,,,,,,,(600) Mindray,,602,,,,BC-5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1221,PHCH
977,00980,โรงพยาบาลอนันต์พัฒนา 2,R,2.41,2.11,65,5.6,18.8,77.9,23.2,29.8,,,,,,,,,,,(600) Mindray,,602,,,,BC5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1137,NGPH
1007,01010,โรงพยาบาลราชสาส์น,R,2.28,2.16,59,5.4,17.5,76.6,23.9,31.2,,,,,,,,,,,(600) Mindray,,602,,,,BC5380,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 191,PHCH
1030,01033,โรงพยาบาลสามเงา,R,2.1,1.92,87,5.3,22,104.8,25.2,24,,,,,,,,,,,(600) Mindray,,602,,,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 473,PHCH
1059,01063,โรงพยาบาลวัดเกตุมดีศรีวราราม(สมุทรสาคร2),R,2.37,2.28,69,5.8,17.9,75.5,24.4,32.3,,,,,,,,,,,(600) Mindray,,602,,,,BC-5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1589,PHGH
1062,01067,โรงพยาบาลนครท่าฉลอม,R,2.25,2,59,5.4,16.9,75,23.9,31.8,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1837,PHGH
1092,01099,ห้างหุ้นส่วนจำกัด ท็อปแล็บ คลินิกเทคนิคการแพทย์,R,2.24,2.11,78,5.4,17.1,76.3,24.1,31.6,,,,,,,,,,,(600) Mindray,,602,,,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1913,NGPH
1103,01110,โรงพยาบาลจิตเวชสระแก้วราชนครินทร์,R,2.26,2.12,66,5.5,17.7,78.1,24.3,31.2,,,,,,,,,,,(600) Mindray,,602,,,,BC 3500,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.6 เข้ามาด้วย,HM 27,DMH
1108,01115,โรงพยาบาลเนินขาม,R,2.28,1.96,71,5.4,17.8,78.1,23.7,30.3,,,,,,,,,,,(600) Mindray,,602,,,,BC-5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1735,PHCH
1109,01116,โรงพยาบาลเมตตาประชารักษ์ (วัดไร่ขิง),R,2.32,2.1,92,5.3,25.6,110.4,22.7,20.5,,,,,,,,,,,(600) Mindray,,602,,,,BC 5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 9,DMS
1113,01120,โรงพยาบาลแพร่-ราม,R,2.31,2.1,85,5.5,25,108.2,23.8,22,,,,,,,,,,,(600) Mindray,,602,,,,BC 5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 834,NGPH
1120,01127,โรงพยาบาลวังทอง,R,2.3,2.17,84,5.2,25,108.5,23,21,,,,,,,,,,,(600) Mindray,,602,,,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 493,PHCH
1122,01129,โรงพยาบาลนาเชือก,R,1.79,2.11,77,5.3,18.4,102.6,29.3,28.6,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 305,PHCH
1138,01146,โรงพยาบาลภูกระดึง,R,2.22,2.08,61,5.4,17.4,79,24.4,30.9,,,,,,,,,,,(600) Mindray,,602,,,,BC 5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 331,PHCH
1146,01154,คลินิกแล็บสุราษฎร์ธานี,R,2.29,2.01,62,5.4,17.3,75.7,23.7,31.3,,,,,,,,,,,(600) Mindray,,602,,,,BC 5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1538,NGPH
1161,01169,โรงพยาบาลบ้านเหลื่อม,R,2.28,2.09,90,5.3,22.2,97.6,23.1,23.7,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 262,PHCH
1172,01180,โรงพยาบาลลำทะเมนชัย,R,2.22,2.1,54,5.3,16.8,75.8,24,31.6,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 688,PHCH
1177,01185,บริษัท ศูนย์สุขภาพโคราช จำกัด คลินิกหมอจำรัส,R,2.22,1.03,41,5.4,17.1,77,24.1,31.3,,,,,,,,,,,(600) Mindray,,602,,,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1625,NGPH
1179,01187,โรงพยาบาลราชสีมา ฮอสพิทอล,R,2.29,2.04,60,5.4,17.2,75.4,23.8,31.5,,,,,,,,,,,(600) Mindray,,602,,,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 807,NGPH
