No,Lab Code,Lab Name,Report,Measured_RBC,Measured_WBC,Measured_PLT,Measured_Hb,Measured_Hct,Measured_MCV,Measured_MCH,Measured_MCHC,,Reference_RBC,Reference_WBC,Reference_PLT,Reference_Hb,Reference_Hct,Reference_MCV,Reference_MCH,Reference_MCHC,,Brand_Code,Brand_Name,Model_Code,Model_Description,Brand_Custom,Model_Custom,Model_Name,Submission_Date,Suggestion,Remarks,Defect_Note,Status,Status_Recheck,Labcode_HM,Type
928,00930,โรงพยาบาลเพ็ญ,R,2.27,1.77,56,5.3,17.1,75.5,23.4,31,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 348,PHCH
954,00957,โรงพยาบาลกระบุรี,R,2.15,2.18,54,5.3,17.2,79.8,24.8,30.8,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1337,PHCH
989,00992,โรงพยาบาลวังม่วงสัทธรรม,R,2.02,2.27,79,5.3,22.1,110,26.2,24,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 152,PHCH
990,00993,โรงพยาบาลป่าตอง,R,2.24,2.38,67,5.4,17.5,78.2,24.2,30.9,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,ตัวอย่าง B368 เซลล์เม็ดเลือดแดงบวม รับตัวอย่าง 18/9/68 และทดสอบวันที่ 19/9/68,,,ส่งผลสมบูรณ์,,HM 628,PHCH
995,00998,โรงพยาบาลเนินสง่า,R,2.22,2.08,69,5.2,17.3,78,23.6,30.1,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 953,PHCH
1006,01009,โรงพยาบาลโนนสะอาด,R,2.3,2.18,71,5.3,23.8,108.1,24,22.3,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 350,PHCH
1019,01022,โรงพยาบาลเคียนซา,R,2.33,1.68,67,5.4,17.9,77,23.2,30.1,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 608,PHCH
1023,01026,โรงพยาบาลพนม,R,2.28,1.87,60,5.4,17.8,78,23.8,30.5,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 610,PHCH
1026,01029,โรงพยาบาลชัยบุรี,R,2.24,2.04,65,5.3,17.1,76.5,23.6,30.9,,,,,,,,,,,(600) Mindray,,606,,,,Mindray 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1302,PHCH
1027,01030,โรงพยาบาลบ้านนาสาร,R,2.31,2.03,54,5.4,18.1,78.5,23.4,29.9,,,,,,,,,,,(600) Mindray,,606,,,,BC780,17 กันยายน 2568,สไลด์ เซลล์เริ่มมีการสลาย ทำให้ดูได้ยาก/ดูเซลล์ไม่ออก,,,ส่งผลสมบูรณ์,,HM 600,PHCH
1047,01051,โรงพยาบาลลับแล,R,2.23,2.26,86,5.3,25.4,114.1,23.9,20.9,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 986,PHCH
1061,01065,โรงพยาบาลแก่งกระจาน,R,2.31,1.63,63,5.3,18.1,78.3,23,29.3,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 235,PHCH
1071,01076,โรงพยาบาลขุนตาล,R,2.15,1.86,82,5.3,23.3,108.7,24.6,22.6,,,,,,,,,,,(600) Mindray,,606,,,,Mindray BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 571,PHCH
1083,01089,โรงพยาบาลวชิระภูเก็ต 2 สาขาหยี่เต้ง,R,2.18,2.31,79,5.3,19.7,90.5,24.2,26.7,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,การทดสอบ diff WBC ของ sample C368 ไม่มี เม็ดเลือดขาวเลย เหมือนเป็น blood smear ของการทดสอบดูเชื้อมาลาเรียมากกว่า ทำให้ผลที่รายงานไปเป็นการคาดเดา แต่ลองส่งดู คิดว่าsmear เลือดมีความผิดพลาดอะไรหรือไม่ค่ะ เพราะไม่เคยเจอแบบนี้ค่ะ,,,ส่งผลสมบูรณ์,,HM 1688,PHRH
1095,01102,โรงพยาบาลวัฒนานคร,R,2.22,2.12,50,5.3,17.5,78.6,24,30.6,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 196,PHCH
1106,01113,โรงพยาบาลบ้านตาขุน,R,2.19,1.95,62,5.3,17,76.1,23.5,31.5,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 611,PHCH
1114,01121,โรงพยาบาลบึงโขงหลง,R,2.26,2.2,63,5.4,17.7,78.5,23.7,30.5,,,,,,,,,,,(600) Mindray,,606,,,,bc700,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 967,PHCH
1117,01124,โรงพยาบาลพญาเม็งราย,R,2.12,2.01,49,5.4,16.6,78.3,25.4,32.4,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 568,PHCH
1144,01152,โรงพยาบาลซับใหญ่,R,2.19,1.53,51,5.3,16.9,77.2,24.3,31.5,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1606,PHCH
1145,01153,โรงพยาบาลบาเจาะ (เครื่อง2),R,2.21,2.19,61,5.3,17.1,77.3,24.2,31,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1734,PHCH
1149,01157,โรงพยาบาลพรเจริญ,R,2.25,1.83,64,5.3,17.5,77.6,23.7,30.3,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 343,PHCH
1173,01181,โรงพยาบาลขามทะเลสอ,R,2.22,1.03,12,5.4,17.1,77,24.1,31.3,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 264,PHCH
1178,01186,โรงพยาบาลคง,R,1.9,1.56,82,5.2,20.6,108.4,27.4,25.4,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 260,PHCH
1189,01197,โรงพยาบาลบางปะกง,R,2.16,2,57,5.3,16.8,77.6,24.5,31.5,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 185,PHCH
1192,01200,โรงพยาบาลอมก๋อย,R,2.18,1.89,67,5.2,17.2,78.8,23.8,30.2,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 551,PHCH
